Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S08293,33,Male,Undergraduate,Data Science,355,1,33,46,96,Medium,98,Kinesthetic,5,No
S08294,26,Male,High School,Data Science,178,4,70,46,83,Low,70,Visual,2,No
S08295,21,Male,Undergraduate,Data Science,85,2,50,0,50,Low,81,Auditory,2,Yes
S08296,41,Female,Undergraduate,Python Basics,209,4,83,29,66,Low,91,Kinesthetic,4,No
S08297,47,Male,High School,Cybersecurity,227,4,35,18,71,High,79,Auditory,4,Yes
S08298,15,Male,Undergraduate,Cybersecurity,274,4,52,35,92,Low,62,Visual,5,No
S08299,42,Male,High School,Machine Learning,177,1,82,30,80,Medium,76,Visual,3,No
S08300,40,Male,Undergraduate,Cybersecurity,56,2,43,21,41,Medium,85,Visual,2,No
S08301,34,Male,Postgraduate,Web Development,85,1,36,38,55,Low,82,Auditory,2,No
S08302,30,Female,High School,Cybersecurity,354,3,71,10,76,Low,44,Reading/Writing,4,No
S08303,38,Female,High School,Python Basics,324,1,95,42,78,Medium,73,Auditory,4,No
S08304,20,Male,Undergraduate,Data Science,287,1,72,48,40,High,64,Kinesthetic,4,No
S08305,20,Female,Postgraduate,Machine Learning,273,3,46,26,51,Medium,35,Reading/Writing,5,Yes
S08306,41,Female,High School,Cybersecurity,170,4,54,33,80,Medium,30,Auditory,1,No
S08307,44,Other,High School,Web Development,37,3,83,19,62,Medium,55,Reading/Writing,1,No
S08308,22,Female,Postgraduate,Python Basics,413,3,57,41,84,Low,35,Reading/Writing,1,No
S08309,38,Female,High School,Cybersecurity,480,3,33,47,55,Medium,58,Visual,1,No
S08310,36,Female,High School,Data Science,158,3,82,11,45,High,31,Visual,3,No
S08311,20,Male,Undergraduate,Web Development,230,1,72,41,98,Low,70,Auditory,5,No
S08312,47,Other,High School,Data Science,242,2,65,30,52,Medium,78,Reading/Writing,1,No
S08313,29,Female,High School,Data Science,241,3,98,17,71,Medium,87,Kinesthetic,2,Yes
S08314,40,Female,Undergraduate,Machine Learning,154,2,49,0,43,Medium,67,Reading/Writing,2,No
S08315,16,Female,Undergraduate,Cybersecurity,155,2,70,25,50,Medium,53,Visual,4,No
S08316,39,Female,Undergraduate,Data Science,45,1,66,16,75,Medium,85,Kinesthetic,1,No
S08317,18,Other,Undergraduate,Web Development,93,2,95,0,90,Medium,80,Kinesthetic,3,No
S08318,47,Female,Undergraduate,Data Science,269,2,79,13,98,Medium,46,Kinesthetic,5,Yes
S08319,36,Male,Undergraduate,Data Science,116,1,66,25,97,High,92,Kinesthetic,3,Yes
S08320,46,Female,High School,Machine Learning,265,3,91,36,59,Medium,54,Reading/Writing,4,No
S08321,35,Female,Undergraduate,Web Development,342,2,72,8,57,Low,52,Visual,1,No
S08322,20,Male,Undergraduate,Data Science,457,4,39,3,86,Medium,72,Auditory,2,Yes
S08323,36,Male,High School,Cybersecurity,13,1,95,39,85,Medium,40,Kinesthetic,3,No
S08324,16,Female,High School,Data Science,260,4,45,28,69,Low,39,Kinesthetic,1,No
S08325,19,Male,High School,Machine Learning,404,1,54,28,49,Low,83,Auditory,5,Yes
S08326,33,Male,High School,Python Basics,76,3,91,30,58,Medium,59,Kinesthetic,4,No
S08327,39,Female,High School,Python Basics,232,2,64,47,62,Low,91,Visual,1,No
S08328,15,Female,Postgraduate,Web Development,286,3,39,40,93,Medium,70,Auditory,3,No
S08329,25,Male,Postgraduate,Data Science,459,2,74,5,62,High,81,Reading/Writing,2,No
S08330,28,Female,Undergraduate,Data Science,444,1,54,30,99,Medium,45,Visual,1,No
S08331,35,Female,Postgraduate,Cybersecurity,191,2,73,39,57,Low,96,Reading/Writing,5,No
S08332,46,Male,Undergraduate,Python Basics,278,4,40,40,64,Medium,78,Auditory,3,Yes
S08333,30,Male,Undergraduate,Machine Learning,318,4,95,38,66,Medium,32,Auditory,4,Yes
S08334,35,Female,Undergraduate,Web Development,426,3,72,41,58,Medium,99,Kinesthetic,4,No
S08335,25,Female,Undergraduate,Cybersecurity,214,2,88,27,43,Medium,98,Kinesthetic,2,Yes
S08336,30,Male,Undergraduate,Machine Learning,283,4,46,44,87,Low,59,Visual,5,No
S08337,40,Male,Undergraduate,Cybersecurity,152,4,87,11,72,Low,35,Kinesthetic,5,No
S08338,34,Female,High School,Data Science,181,2,87,44,59,Low,86,Auditory,2,No
S08339,38,Male,High School,Web Development,177,1,72,36,47,High,75,Kinesthetic,5,No
S08340,31,Male,Undergraduate,Web Development,128,1,70,43,80,Medium,70,Auditory,4,No
S08341,18,Female,Undergraduate,Python Basics,112,4,32,21,66,High,62,Visual,5,No
S08342,17,Male,Postgraduate,Cybersecurity,52,3,31,25,94,Medium,46,Kinesthetic,2,No
S08343,19,Female,Undergraduate,Machine Learning,413,3,86,17,42,Medium,99,Reading/Writing,4,Yes
S08344,34,Male,Undergraduate,Machine Learning,60,1,59,1,52,Medium,75,Reading/Writing,2,No
S08345,21,Male,Undergraduate,Python Basics,467,4,50,46,43,High,45,Kinesthetic,5,No
S08346,22,Female,Postgraduate,Cybersecurity,365,1,93,1,90,High,74,Reading/Writing,4,No
S08347,35,Male,High School,Data Science,113,4,69,36,75,Medium,62,Kinesthetic,5,No
S08348,35,Female,Undergraduate,Python Basics,198,3,81,48,60,Medium,92,Kinesthetic,2,No
S08349,32,Female,Undergraduate,Python Basics,265,2,57,11,79,Medium,63,Visual,4,No
S08350,29,Female,Undergraduate,Data Science,429,1,81,12,54,Low,53,Visual,3,No
S08351,47,Other,High School,Web Development,323,1,95,38,47,High,30,Kinesthetic,4,No
S08352,45,Male,High School,Machine Learning,409,3,64,24,87,High,43,Kinesthetic,5,No
S08353,23,Male,High School,Data Science,231,1,61,17,50,Medium,56,Kinesthetic,5,Yes
S08354,40,Female,Undergraduate,Web Development,253,2,66,16,93,High,88,Visual,1,No
S08355,31,Female,High School,Python Basics,84,2,93,40,98,Low,77,Visual,3,No
S08356,36,Female,Undergraduate,Cybersecurity,118,3,73,32,51,Medium,37,Reading/Writing,3,No
S08357,34,Female,Postgraduate,Python Basics,222,4,32,35,60,Medium,77,Reading/Writing,2,No
S08358,36,Male,Undergraduate,Cybersecurity,72,1,52,21,90,Medium,56,Kinesthetic,3,No
S08359,46,Male,Undergraduate,Web Development,71,4,78,11,41,Medium,63,Reading/Writing,3,No
S08360,34,Female,Postgraduate,Web Development,394,4,70,19,57,Medium,67,Reading/Writing,3,No
S08361,47,Male,Postgraduate,Python Basics,225,3,75,43,55,Low,81,Reading/Writing,5,Yes
S08362,43,Female,Postgraduate,Machine Learning,363,1,90,48,44,High,45,Auditory,5,No
S08363,29,Male,Postgraduate,Web Development,280,3,95,22,64,Medium,99,Auditory,4,No
S08364,39,Male,Undergraduate,Data Science,119,3,78,33,41,Medium,32,Kinesthetic,3,Yes
S08365,31,Female,High School,Data Science,335,1,65,34,66,Medium,72,Visual,4,No
S08366,22,Female,High School,Cybersecurity,355,2,59,11,45,Medium,37,Reading/Writing,4,No
S08367,42,Female,Undergraduate,Cybersecurity,19,4,54,39,90,Medium,40,Kinesthetic,5,No
S08368,32,Male,Undergraduate,Machine Learning,384,1,56,14,48,High,78,Kinesthetic,4,No
S08369,25,Female,Undergraduate,Machine Learning,450,2,63,40,76,Medium,59,Reading/Writing,2,No
S08370,31,Female,Postgraduate,Cybersecurity,81,1,80,41,55,Medium,57,Kinesthetic,3,No
S08371,49,Male,Undergraduate,Machine Learning,85,3,50,14,82,Medium,65,Visual,5,No
S08372,39,Male,Postgraduate,Cybersecurity,356,4,62,8,88,Medium,46,Reading/Writing,5,Yes
S08373,29,Female,Undergraduate,Machine Learning,172,1,98,30,70,High,73,Visual,4,No
S08374,31,Male,Undergraduate,Web Development,134,3,71,13,94,Medium,87,Reading/Writing,1,No
S08375,28,Male,Undergraduate,Python Basics,51,4,46,37,77,Medium,95,Kinesthetic,1,No
S08376,47,Male,Undergraduate,Python Basics,54,4,55,23,65,Low,87,Reading/Writing,5,No
S08377,27,Male,Undergraduate,Cybersecurity,355,1,58,17,66,High,64,Reading/Writing,5,No
S08378,40,Female,High School,Web Development,490,2,34,5,69,High,30,Kinesthetic,1,No
S08379,21,Male,Undergraduate,Python Basics,110,1,92,48,40,Medium,82,Visual,4,No
S08380,33,Female,High School,Data Science,347,2,39,4,53,Low,73,Auditory,5,No
S08381,16,Male,High School,Machine Learning,403,3,76,2,82,Medium,73,Visual,4,No
S08382,43,Female,Undergraduate,Data Science,178,3,49,21,53,Medium,85,Auditory,1,No
S08383,26,Female,Postgraduate,Cybersecurity,487,1,95,29,44,Medium,44,Reading/Writing,5,No
S08384,27,Female,Undergraduate,Cybersecurity,149,4,72,40,41,High,66,Reading/Writing,5,No
S08385,35,Female,Postgraduate,Data Science,421,2,54,42,93,Low,52,Reading/Writing,3,No
S08386,42,Male,High School,Data Science,245,3,51,30,43,High,37,Reading/Writing,2,No
S08387,37,Female,High School,Python Basics,160,3,98,33,46,Medium,63,Visual,1,No
S08388,27,Male,Postgraduate,Data Science,238,4,69,4,57,Medium,31,Reading/Writing,3,No
S08389,34,Female,High School,Data Science,147,3,91,29,79,High,36,Auditory,2,No
S08390,28,Male,High School,Data Science,483,4,58,17,80,Low,97,Visual,5,No
S08391,42,Male,Postgraduate,Machine Learning,320,4,48,33,57,Low,33,Auditory,2,No
S08392,19,Female,Undergraduate,Data Science,391,4,43,5,67,Medium,85,Auditory,1,No
S08393,43,Female,Undergraduate,Machine Learning,45,4,95,23,40,Medium,47,Auditory,1,No
S08394,18,Male,Undergraduate,Machine Learning,167,2,80,42,49,Medium,31,Auditory,4,Yes
S08395,37,Female,High School,Data Science,490,4,43,40,76,High,54,Visual,1,No
S08396,45,Female,Undergraduate,Web Development,100,4,39,45,85,Low,57,Kinesthetic,1,No
S08397,35,Female,Undergraduate,Machine Learning,334,2,87,49,52,High,60,Reading/Writing,5,No
S08398,19,Female,High School,Machine Learning,234,3,81,47,93,Medium,30,Reading/Writing,2,No
S08399,34,Female,Postgraduate,Machine Learning,302,2,57,15,96,High,89,Reading/Writing,1,No
S08400,17,Female,Undergraduate,Web Development,268,4,77,42,63,High,50,Visual,3,No
S08401,22,Male,High School,Cybersecurity,269,1,99,24,58,Medium,54,Kinesthetic,5,No
S08402,17,Male,Undergraduate,Cybersecurity,168,1,74,42,46,Medium,39,Kinesthetic,5,No
S08403,18,Male,High School,Cybersecurity,230,4,98,5,94,Low,62,Reading/Writing,5,Yes
S08404,17,Female,High School,Python Basics,367,3,48,31,50,Medium,71,Auditory,5,No
S08405,29,Female,Undergraduate,Data Science,196,1,75,35,77,High,39,Reading/Writing,5,Yes
S08406,49,Male,Undergraduate,Web Development,367,1,43,34,81,Medium,81,Auditory,3,No
S08407,44,Female,Undergraduate,Data Science,437,2,92,32,40,Medium,75,Kinesthetic,1,No
S08408,45,Female,High School,Machine Learning,272,3,78,17,51,Medium,93,Kinesthetic,2,No
S08409,43,Male,Undergraduate,Web Development,52,2,62,26,77,Medium,87,Auditory,4,No
S08410,20,Male,Undergraduate,Data Science,435,4,42,31,54,Medium,50,Kinesthetic,5,No
S08411,45,Male,Undergraduate,Web Development,26,2,58,20,99,High,54,Visual,1,No
S08412,36,Female,High School,Web Development,103,2,49,15,75,High,62,Reading/Writing,4,No
S08413,41,Female,Postgraduate,Data Science,315,3,36,21,99,Medium,33,Auditory,3,No
S08414,42,Male,Undergraduate,Web Development,402,3,65,5,80,High,48,Visual,1,Yes
S08415,25,Female,Postgraduate,Machine Learning,440,4,49,8,65,Low,35,Auditory,3,No
S08416,40,Male,High School,Cybersecurity,345,1,36,33,96,Medium,36,Reading/Writing,4,No
S08417,38,Female,High School,Cybersecurity,245,4,30,42,65,Low,55,Kinesthetic,3,No
S08418,16,Female,Undergraduate,Data Science,139,1,54,49,75,Low,95,Auditory,2,No
S08419,43,Male,High School,Cybersecurity,97,1,43,30,52,Medium,55,Reading/Writing,4,No
S08420,48,Female,Undergraduate,Python Basics,195,4,31,10,86,Medium,99,Kinesthetic,2,No
S08421,20,Male,Undergraduate,Python Basics,338,1,38,14,91,Low,41,Reading/Writing,4,No
S08422,25,Male,Postgraduate,Web Development,429,1,42,0,74,Medium,98,Visual,3,No
S08423,48,Male,High School,Machine Learning,90,1,71,39,52,Medium,45,Reading/Writing,1,No
S08424,22,Female,High School,Data Science,200,2,59,18,76,Medium,48,Kinesthetic,5,Yes
S08425,40,Female,High School,Cybersecurity,370,2,94,2,63,Low,31,Reading/Writing,4,No
S08426,19,Female,Postgraduate,Data Science,128,3,33,37,49,Medium,91,Visual,1,No
S08427,27,Male,Undergraduate,Web Development,236,4,96,2,42,High,34,Kinesthetic,2,No
S08428,24,Female,High School,Machine Learning,175,2,53,23,68,Medium,70,Auditory,3,No
S08429,42,Female,High School,Data Science,176,3,44,21,56,Low,64,Auditory,5,No
S08430,36,Female,Postgraduate,Data Science,70,3,41,3,71,Medium,45,Visual,4,Yes
S08431,17,Male,Undergraduate,Cybersecurity,464,3,65,32,42,Low,94,Reading/Writing,2,Yes
S08432,48,Male,Undergraduate,Web Development,242,2,74,22,89,Medium,37,Auditory,2,No
S08433,44,Female,High School,Cybersecurity,13,4,68,33,95,High,37,Kinesthetic,2,No
S08434,32,Female,Postgraduate,Data Science,102,2,84,0,60,Medium,57,Reading/Writing,4,No
S08435,31,Female,Postgraduate,Web Development,427,2,49,33,64,Medium,59,Auditory,3,No
S08436,45,Male,High School,Python Basics,452,2,44,35,57,Medium,89,Visual,4,No
S08437,15,Female,Undergraduate,Machine Learning,270,2,44,36,77,Medium,80,Auditory,3,No
S08438,19,Male,Undergraduate,Data Science,491,1,60,14,61,High,40,Auditory,4,No
S08439,24,Male,High School,Web Development,127,4,32,21,83,Low,50,Reading/Writing,5,Yes
S08440,27,Male,High School,Cybersecurity,111,3,64,45,72,Medium,98,Kinesthetic,4,No
S08441,31,Male,Undergraduate,Python Basics,410,1,83,37,58,High,47,Auditory,4,No
S08442,40,Female,Undergraduate,Web Development,402,1,39,2,62,Medium,62,Auditory,1,No
S08443,15,Female,Undergraduate,Machine Learning,28,4,97,30,70,Low,58,Auditory,2,No
S08444,28,Male,Undergraduate,Python Basics,76,3,53,43,97,Low,81,Kinesthetic,5,No
S08445,36,Male,High School,Python Basics,211,3,42,3,45,Medium,40,Auditory,1,No
S08446,44,Female,Undergraduate,Python Basics,475,3,41,29,45,Low,46,Auditory,1,No
S08447,40,Male,Undergraduate,Data Science,339,4,97,21,55,High,61,Auditory,1,Yes
S08448,43,Male,Undergraduate,Data Science,214,3,92,24,64,High,39,Kinesthetic,4,No
S08449,32,Female,Postgraduate,Cybersecurity,396,4,74,15,55,Medium,84,Reading/Writing,3,No
S08450,38,Male,Postgraduate,Cybersecurity,102,3,34,44,69,High,75,Visual,3,Yes
S08451,26,Female,Undergraduate,Python Basics,353,4,89,0,80,Medium,54,Reading/Writing,4,No
S08452,40,Female,Postgraduate,Cybersecurity,457,3,31,11,75,Medium,39,Visual,5,No
S08453,44,Female,Undergraduate,Machine Learning,498,2,73,39,43,High,69,Kinesthetic,1,Yes
S08454,32,Female,High School,Machine Learning,257,4,99,31,40,Medium,42,Auditory,4,No
S08455,31,Male,Undergraduate,Data Science,317,4,38,32,98,Medium,48,Visual,3,Yes
S08456,37,Female,Postgraduate,Data Science,117,1,92,4,56,High,45,Auditory,3,No
S08457,40,Female,Postgraduate,Cybersecurity,373,4,82,4,69,High,88,Auditory,3,No
S08458,47,Female,Postgraduate,Machine Learning,317,2,86,0,57,Medium,44,Kinesthetic,3,No
S08459,42,Male,High School,Python Basics,201,1,46,16,92,Medium,76,Kinesthetic,2,No
S08460,35,Male,Undergraduate,Python Basics,407,3,36,17,63,Medium,41,Visual,5,No
S08461,17,Male,Undergraduate,Python Basics,462,2,72,39,40,Medium,69,Kinesthetic,5,No
S08462,21,Male,Undergraduate,Python Basics,281,1,90,17,67,Medium,94,Visual,4,No
S08463,29,Female,Undergraduate,Machine Learning,117,3,66,35,69,High,76,Reading/Writing,5,No
S08464,33,Male,Undergraduate,Web Development,207,3,83,2,93,High,32,Kinesthetic,4,Yes
S08465,30,Other,Undergraduate,Web Development,218,4,99,5,71,Low,68,Reading/Writing,4,No
S08466,46,Male,Undergraduate,Cybersecurity,429,3,53,48,41,Medium,39,Reading/Writing,1,No
S08467,40,Female,Undergraduate,Data Science,81,1,36,4,48,High,75,Kinesthetic,4,No
S08468,21,Male,High School,Cybersecurity,70,2,65,12,57,High,41,Kinesthetic,4,No
S08469,25,Female,Undergraduate,Cybersecurity,321,4,84,4,71,High,72,Kinesthetic,5,No
S08470,43,Female,Postgraduate,Python Basics,109,3,88,46,64,Medium,66,Reading/Writing,3,No
S08471,41,Male,High School,Web Development,230,2,41,0,76,High,65,Visual,1,No
S08472,41,Female,High School,Python Basics,218,1,76,46,65,High,93,Kinesthetic,1,No
S08473,46,Male,Postgraduate,Cybersecurity,44,4,85,29,51,Low,90,Reading/Writing,1,No
S08474,40,Male,High School,Data Science,331,3,83,16,69,High,34,Auditory,1,No
S08475,27,Male,Undergraduate,Machine Learning,18,1,39,30,71,High,33,Kinesthetic,5,No
S08476,42,Male,High School,Machine Learning,270,3,75,29,97,Medium,80,Visual,5,No
S08477,34,Other,Undergraduate,Data Science,432,4,46,19,73,High,36,Kinesthetic,1,No
S08478,40,Female,Postgraduate,Cybersecurity,172,1,97,35,91,Medium,65,Reading/Writing,5,No
S08479,43,Female,Undergraduate,Python Basics,267,3,88,46,50,Low,88,Kinesthetic,2,No
S08480,17,Male,Undergraduate,Data Science,63,4,51,25,65,Medium,69,Reading/Writing,5,No
S08481,41,Male,Undergraduate,Data Science,451,3,32,41,41,Medium,48,Kinesthetic,1,No
S08482,19,Male,Postgraduate,Data Science,59,1,86,34,57,High,85,Auditory,4,No
S08483,28,Female,Undergraduate,Web Development,448,4,38,0,97,High,79,Visual,2,No
S08484,37,Male,High School,Machine Learning,154,2,86,48,76,Low,49,Reading/Writing,4,No
S08485,33,Male,Postgraduate,Machine Learning,410,2,37,39,97,Medium,51,Auditory,1,Yes
S08486,48,Male,Undergraduate,Data Science,299,1,66,16,91,Medium,36,Kinesthetic,5,No
S08487,29,Male,Postgraduate,Machine Learning,40,1,35,21,81,Medium,81,Auditory,3,No
S08488,28,Male,Postgraduate,Web Development,166,4,62,47,48,Medium,96,Auditory,4,No
S08489,21,Male,Undergraduate,Machine Learning,217,2,53,28,43,Medium,39,Kinesthetic,1,No
S08490,17,Female,High School,Data Science,177,3,44,0,55,Medium,30,Visual,4,Yes
S08491,42,Female,Undergraduate,Web Development,363,1,56,35,86,High,91,Visual,5,No
S08492,39,Female,Postgraduate,Cybersecurity,495,1,94,5,41,High,92,Visual,4,No
S08493,38,Male,High School,Web Development,86,3,87,32,87,High,87,Visual,5,Yes
S08494,49,Male,Undergraduate,Machine Learning,408,2,91,40,47,Low,76,Kinesthetic,1,No
S08495,17,Male,Undergraduate,Web Development,382,4,53,18,73,High,91,Visual,5,No
S08496,40,Male,High School,Data Science,392,2,36,42,75,High,61,Kinesthetic,4,Yes
S08497,36,Male,Undergraduate,Python Basics,184,3,64,24,56,Medium,30,Auditory,5,Yes
S08498,21,Male,Undergraduate,Python Basics,136,3,85,15,63,High,86,Reading/Writing,3,Yes
S08499,34,Female,Postgraduate,Machine Learning,481,2,46,0,55,Medium,45,Visual,4,No
S08500,21,Female,High School,Machine Learning,293,4,60,5,86,Medium,75,Auditory,3,No
S08501,22,Male,Undergraduate,Machine Learning,71,4,88,11,68,Medium,80,Auditory,1,No
S08502,46,Male,Undergraduate,Data Science,272,4,50,49,45,High,52,Visual,2,No
S08503,45,Male,Undergraduate,Python Basics,383,4,90,9,77,Low,65,Visual,3,Yes
S08504,36,Male,Undergraduate,Data Science,321,3,54,32,54,Medium,35,Reading/Writing,5,Yes
S08505,26,Male,High School,Python Basics,305,4,80,19,45,High,43,Kinesthetic,3,No
S08506,49,Female,Undergraduate,Web Development,121,2,71,8,43,Medium,39,Kinesthetic,4,No
S08507,22,Other,Undergraduate,Data Science,93,3,50,33,95,High,79,Visual,5,No
S08508,25,Female,High School,Data Science,227,3,47,20,58,High,52,Reading/Writing,3,No
S08509,30,Male,Undergraduate,Cybersecurity,76,3,83,14,79,Low,55,Reading/Writing,2,No
S08510,36,Female,Undergraduate,Web Development,95,4,86,5,74,Medium,45,Reading/Writing,5,No
S08511,28,Male,High School,Machine Learning,459,4,41,2,42,Low,78,Auditory,5,No
S08512,29,Female,Undergraduate,Web Development,348,1,83,41,81,High,92,Visual,5,No
S08513,46,Male,High School,Machine Learning,150,2,79,33,82,High,83,Visual,2,No
S08514,33,Female,High School,Web Development,257,3,81,33,70,Medium,82,Kinesthetic,3,No
S08515,36,Other,Undergraduate,Web Development,58,1,89,49,43,Medium,61,Kinesthetic,5,No
S08516,33,Female,Postgraduate,Python Basics,255,3,32,6,60,High,61,Visual,1,No
S08517,46,Female,Undergraduate,Python Basics,85,3,88,5,59,High,46,Reading/Writing,4,No
S08518,29,Female,Undergraduate,Machine Learning,433,1,33,14,48,Medium,36,Auditory,1,Yes
S08519,26,Female,Postgraduate,Python Basics,245,1,91,6,44,Medium,71,Kinesthetic,2,No
S08520,37,Other,High School,Python Basics,135,2,92,7,75,High,95,Kinesthetic,3,No
S08521,33,Female,Undergraduate,Python Basics,301,3,73,46,50,Low,38,Auditory,4,Yes
S08522,23,Female,Undergraduate,Data Science,471,1,41,3,79,Medium,90,Reading/Writing,2,No
S08523,21,Male,Undergraduate,Machine Learning,440,3,89,20,63,Medium,50,Reading/Writing,1,Yes
S08524,33,Female,Undergraduate,Cybersecurity,445,2,57,16,41,High,72,Auditory,2,No
S08525,42,Male,Postgraduate,Web Development,415,1,64,4,43,Low,93,Auditory,2,No
S08526,45,Male,Undergraduate,Machine Learning,341,4,85,0,50,Medium,93,Auditory,2,Yes
S08527,34,Male,Undergraduate,Data Science,167,4,69,4,98,Low,92,Auditory,5,No
S08528,43,Female,Postgraduate,Python Basics,226,2,68,37,49,Medium,82,Auditory,3,No
S08529,34,Female,High School,Web Development,293,2,65,21,90,Low,97,Visual,4,Yes
S08530,42,Female,Undergraduate,Cybersecurity,36,4,31,48,72,High,77,Reading/Writing,3,No
S08531,17,Female,Undergraduate,Python Basics,411,3,30,26,65,Low,60,Visual,4,No
S08532,39,Female,Postgraduate,Cybersecurity,354,1,39,47,75,Medium,37,Auditory,2,No
S08533,24,Female,Postgraduate,Machine Learning,470,2,67,38,78,Low,56,Reading/Writing,3,No
S08534,27,Male,High School,Web Development,117,1,42,48,53,Medium,98,Auditory,1,No
S08535,30,Female,Undergraduate,Python Basics,37,1,58,44,54,High,86,Kinesthetic,5,Yes
S08536,48,Female,High School,Cybersecurity,424,2,75,32,44,Medium,96,Auditory,3,No
S08537,18,Male,High School,Python Basics,345,4,60,20,58,High,84,Auditory,4,No
S08538,41,Male,High School,Cybersecurity,245,2,52,37,79,Medium,64,Reading/Writing,4,No
S08539,47,Male,High School,Machine Learning,97,3,66,48,65,Low,84,Auditory,4,No
S08540,45,Female,Undergraduate,Machine Learning,243,4,34,20,77,Medium,45,Reading/Writing,4,No
S08541,44,Female,Undergraduate,Cybersecurity,475,2,66,14,60,Medium,93,Visual,4,No
S08542,40,Female,Postgraduate,Data Science,379,3,44,2,56,Low,89,Auditory,1,No
S08543,21,Female,High School,Data Science,99,3,69,18,54,Medium,35,Kinesthetic,4,No
S08544,28,Male,High School,Python Basics,324,2,92,24,94,Medium,85,Reading/Writing,1,No
S08545,28,Female,Undergraduate,Web Development,420,1,81,13,96,Medium,69,Visual,2,No
S08546,26,Female,Undergraduate,Cybersecurity,461,3,92,31,87,High,98,Auditory,2,No
S08547,47,Other,Undergraduate,Web Development,113,2,43,5,84,Low,50,Auditory,3,No
S08548,36,Male,High School,Machine Learning,97,3,50,5,83,High,38,Auditory,4,No
S08549,30,Female,Undergraduate,Web Development,214,3,47,38,68,Medium,79,Reading/Writing,4,Yes
S08550,39,Female,High School,Web Development,383,3,61,24,90,Medium,56,Kinesthetic,2,No
S08551,37,Male,Undergraduate,Web Development,438,3,61,25,86,High,78,Visual,3,No
S08552,48,Male,High School,Python Basics,447,2,38,29,53,High,69,Visual,4,No
S08553,49,Female,High School,Cybersecurity,452,4,73,42,44,Medium,58,Reading/Writing,1,No
S08554,44,Male,Undergraduate,Python Basics,194,3,31,3,71,High,33,Auditory,1,Yes
S08555,24,Female,High School,Python Basics,460,4,85,31,49,Low,32,Visual,2,Yes
S08556,46,Female,High School,Cybersecurity,338,1,44,27,57,Medium,43,Visual,5,No
S08557,20,Female,Postgraduate,Python Basics,318,2,82,27,51,Medium,73,Kinesthetic,3,No
S08558,26,Other,Postgraduate,Machine Learning,86,2,40,33,97,Medium,35,Auditory,1,No
S08559,15,Male,High School,Web Development,229,4,97,43,61,High,36,Auditory,2,No
S08560,46,Female,Postgraduate,Python Basics,423,4,92,21,76,Low,54,Kinesthetic,2,No
S08561,17,Female,Undergraduate,Machine Learning,296,2,64,47,54,High,91,Visual,2,No
S08562,38,Male,Undergraduate,Web Development,322,1,63,11,73,Low,64,Reading/Writing,4,No
S08563,36,Female,High School,Data Science,262,4,51,22,47,High,66,Auditory,3,No
S08564,38,Male,Undergraduate,Machine Learning,310,1,47,36,66,Medium,63,Reading/Writing,2,No
S08565,15,Male,Postgraduate,Data Science,270,2,64,32,85,Medium,65,Visual,1,Yes
S08566,35,Male,High School,Python Basics,177,4,86,33,44,High,81,Auditory,5,No
S08567,37,Female,High School,Web Development,68,3,31,9,55,Medium,34,Kinesthetic,3,No
S08568,32,Male,Undergraduate,Python Basics,473,4,69,10,65,Low,56,Visual,4,Yes
S08569,41,Other,Postgraduate,Data Science,163,3,74,6,64,High,30,Reading/Writing,4,Yes
S08570,38,Female,High School,Python Basics,388,1,58,11,99,Low,80,Visual,5,No
S08571,22,Male,Undergraduate,Cybersecurity,137,2,42,28,89,Medium,39,Visual,1,Yes
S08572,48,Male,Postgraduate,Cybersecurity,474,2,50,24,97,Low,53,Reading/Writing,5,No
S08573,47,Female,High School,Cybersecurity,177,1,61,48,93,Low,51,Auditory,3,Yes
S08574,29,Male,Undergraduate,Python Basics,411,4,51,48,77,Medium,44,Auditory,2,No
S08575,24,Female,Undergraduate,Machine Learning,275,4,44,28,58,High,64,Reading/Writing,2,Yes
S08576,30,Female,Postgraduate,Machine Learning,308,3,53,38,57,Low,58,Kinesthetic,2,No
S08577,31,Female,Postgraduate,Data Science,478,4,53,46,61,Medium,93,Visual,5,No
S08578,15,Male,Postgraduate,Cybersecurity,425,3,30,37,59,Medium,67,Auditory,2,No
S08579,27,Male,Postgraduate,Machine Learning,285,4,70,43,98,Medium,38,Reading/Writing,1,No
S08580,19,Female,High School,Web Development,16,2,90,27,48,High,76,Auditory,4,No
S08581,38,Female,Undergraduate,Data Science,393,2,74,15,58,Medium,92,Reading/Writing,2,No
S08582,43,Female,Postgraduate,Machine Learning,188,3,84,24,75,Medium,86,Reading/Writing,3,No
S08583,37,Female,High School,Machine Learning,197,4,50,19,93,Low,38,Reading/Writing,1,No
S08584,24,Male,Undergraduate,Machine Learning,372,3,33,7,84,Medium,89,Auditory,4,No
S08585,35,Other,Undergraduate,Cybersecurity,34,2,69,12,55,Medium,75,Auditory,4,No
S08586,38,Female,Postgraduate,Machine Learning,470,2,37,20,76,Medium,76,Auditory,2,No
S08587,41,Female,Undergraduate,Data Science,55,2,88,4,49,Medium,80,Kinesthetic,2,Yes
S08588,47,Female,Postgraduate,Data Science,35,4,83,40,59,Medium,73,Auditory,2,No
